GENDER	POVRTY	RACE	KINDER1	FMOTOR	GMOTOR	SCONTROL	INTERP	EXTERN	INTERN	GENERAL	MATH7	MOM_ED
2	2	1	1	8	8	3.25	3.4	2	1.5	27	1.72	3
1	2	1	1	4	4	2.25	2.4	2.4	2	23	1.41	3
1	2	1	1	4	8	3.75	3.6	1.4	2.25	35	1.43	5
2	2	1	1	8	6	3.75	3.6	1.4	1.25	30	1.33	6
1	2	1	1	9	8	3.5	3.8	1.4	1	42	2.55	5
1	2	1	1	7	6	2.25	2.2	2	2	32	1.73	3
2	2	1	1	8	8	3	3.6	1.2	1.25	21	1.35	6
1	2	1	1	7	4	2.67	3.25	1.6	1.75	24	1.72	5
1	2	1	1	7	6	4	4	1	1	26	1.8	3
2	2	1	1	8	8	4	3.2	1	1.25	25	2.12	6
1	2	1	1	8	8	3	2.6	1.2	1	19	2.18	6
2	2	1	1	6	8	3.25	3	1.4	2	26	1.84	3
1	2	1	2	7	7	3.25	2.4	1.8	1.33	22	1.81	3
2	1	1	1	7	8	3.25	3	1	1.5	28	0.89	3
2	2	1	1	7	5	2.5	2.4	1.8	2	24	2.41	5
1	2	1	1	7	8	2.25	2.4	2	1.5	25	2.1	4
2	2	1	1	7	8	2.75	2.2	2.2	2	35	1.91	4
2	2	1	1	7	4	3.25	2.8	1.2	2	24	1.17	3
1	2	1	1	2	5	3	2.6	1.8	1.75	18	1.51	3
1	2	2	1	7	6	2.5	2	2.4	2	13	1.68	5
2	2	1	1	9	4	3.75	3.4	1.2	1.5	27	1.98	5
2	2	1	1	9	8	3.25	3.25	1	1.25	33	1.6	3
2	2	1	2	5	4	3	3	1.6	1.5	30	1.9	5
1	2	1	2	7	6	3.5	3	1	1.5	22	2.07	6
1	2	1	2	5	5	3	3	1	2	21	1.41	5
2	2	1	2	6	8	3	3	1	1.25	32	1.81	5
2	2	1	2	9	8	3.25	3.5	1	1	32	2.11	6
1	2	1	2	6	6	2	2.25	2.8	1.5	32	1.84	4
2	2	1	2	9	6	3	3	1.2	1.25	25	1.72	3
1	2	1	2	7	8	3	3	1	2	26	1.37	6
1	2	1	1	7	7	3.25	3	1	1.5	20	1.39	6
1	2	4	1	7	5	2.5	2.4	2.2	2.25	9	1.56	1
2	2	4	1	8	5	3	2.8	1.4	1	15	1.55	7
1	2	4	1	7	4	3	2.6	2	1	14	1.85	1
1	2	1	1	2	5	2	2	3.6	2	19	1.11	3
1	2	1	1	3	2	2.5	2.4	2.4	2.25	15	1.26	5
1	2	1	1	7	4	2.75	2.8	1.6	1	22	1.41	5
2	2	1	1	8	8	3	2.4	1.8	1.25	19	1.02	3
2	2	1	1	5	6	3.25	2.4	1.2	1	19	1.07	4
2	2	1	1	8	8	3.5	3.6	1.2	1	29	1.58	5
1	2	4	1	7	8	3.25	2.8	1.4	1.25	28	0.89	2
1	2	1	1	7	5	2.25	2.4	2.2	1.75	37	1.52	3
2	2	1	1	8	8	3.5	3.2	1.2	1.5	39	1.87	6
1	2	1	1	3	2	2.75	2	1.4	1.25	32	1.76	5
2	2	1	1	8	4	3	3.2	1.6	1.33	26	0.93	6
2	2	1	1	2	3	3	3.6	2.2	1.75	22	0.97	6
2	2	1	1	5	4	2.75	3	1.4	2.25	27	1.63	8
2	2	1	1	9	8	4	3.8	1	1	30	1.31	3
2	2	1	1	5	6	4	3.8	1	1.5	25	2.12	3
2	2	1	1	7	8	2.75	2.8	1.8	1	27	1.78	5
1	2	1	1	7	7	3.5	3.6	1	1.25	40	1.5	3
2	2	1	1	8	8	2.5	2.8	1.8	1	15	2.23	6
2	2	1	1	9	8	3.25	2.2	1.4	2	39	2.12	3
2	2	1	1	1	5	2	1.8	3.6	1	15	0.87	3
2	2	1	1	6	5	4	3.6	1	1.25	25	1.63	4
1	2	1	1	6	2	3.5	3.8	1.8	1.25	34	1.86	6
1	2	1	1	4	4	2.75	2.6	2.4	1	26	2.11	4
2	2	1	1	6	8	4	4	1	1.75	32	1.12	3
2	2	1	1	6	5	2.5	2	1.6	1.25	25	1.48	3
1	2	1	1	8	5	4	3.8	1	1	34	2.12	5
2	2	1	1	6	8	3.75	3.8	1.6	1	31	2.13	5
2	2	1	1	5	7	4	3.8	1	1.25	21	1.75	4
1	2	2	2	6	8	3	3	1.75	2.25	35	1.9	3
2	2	4	1	6	8	3	2.8	1.6	2.25	15	1.29	2
2	2	4	1	6	6	4	4	1.2	1	28	1.59	6
1	2	1	1	5	6	3.75	4	1.2	1.25	35	1.5	5
2	2	1	1	6	5	3.5	3	1	1	19	1.54	3
1	2	1	1	7	5	3.5	3.6	1.4	1.25	40	1.92	8
1	2	4	1	8	5	3.5	2.6	1	2	24	2	3
2	2	1	1	6	8	3.75	4	1	1	30	1.58	6
2	2	1	1	7	8	3	3.6	1.2	1.25	32	1.72	5
1	2	1	1	7	8	2.75	2.75	1.4	1.75	27	1.87	6
1	2	1	1	7	7	2.25	2.25	1.8	1.75	29	1.62	2
2	2	1	1	6	3	3	2.75	1.8	1.25	32	2.27	3
2	2	1	1	8	6	3	3	1.8	1	29	1.76	7
1	2	1	1	4	7	3.25	3.25	1.4	1.25	28	1.71	7
2	2	1	1	8	6	3.5	3.25	1	1.5	30	2.04	6
1	2	1	1	6	7	3.25	3.25	1.2	1.25	29	2.01	5
2	2	1	1	9	8	2.75	3	1.8	1.25	31	2.14	3
1	2	1	1	8	5	3.5	3.25	1.2	2	33	1.79	6
2	2	1	1	4	8	3.25	3	1	2.25	24	2.3	7
2	2	1	1	6	5	3.25	2.25	1	2.75	18	1.91	5
1	2	1	1	7	8	3	3	1.6	1.25	33	2.18	5
1	2	1	1	4	6	3.25	3.2	2	1.75	17	1.94	3
2	2	1	1	6	6	3.75	4	1.6	1.25	22	1.63	5
1	2	1	1	5	5	2.75	2.2	2	2	23	1.77	5
1	2	1	1	3	1	3.75	3.6	1.2	2.25	31	1.88	6
1	1	1	1	4	7	3.25	3	1.6	1.75	32	1.31	3
2	1	1	1	6	8	3.25	3.2	2	1.75	21	1.55	4
1	2	3	2	7	6	3.25	3.4	2	1	28	1.54	5
1	2	1	1	3	5	4	2.8	1	1.75	22	0.89	2
2	2	1	1	6	8	4	3.8	1.8	1.25	29	1.21	3
2	2	1	1	2	8	3.75	4	1.6	1.75	24	1.4	3
1	2	1	1	5	7	4	3.6	1.6	1.25	21	1.37	5
1	2	1	1	7	8	3.25	3.8	1.8	1.25	28	1.88	5
2	2	1	1	9	8	3.5	3.4	1.4	2	14	1.6	5
2	1	1	1	9	4	4	3.6	1.6	1.75	26	1.6	3
1	2	1	1	6	4	4	3.6	1.6	1.25	20	1.29	5
1	2	1	1	7	4	3.5	3.4	1.8	1	26	1.33	4
1	2	1	1	8	8	2.5	2	2.8	2.25	31	2.15	5
1	2	1	1	8	8	3.75	3.6	1	1.25	22	1.61	4
2	2	1	1	7	8	3.75	4	1.2	1	28	1.91	4
1	2	3	1	5	4	4	3.4	1.8	1.5	16	1.01	2
1	2	3	1	4	0	2.75	2.2	2.6	1.25	25	1.41	2
2	2	1	1	5	7	4	3.75	1	1	26	1.45	6
1	2	1	1	6	3	4	3.75	1	1	24	0.86	3
1	2	1	1	5	8	3.75	3.75	1	1.5	33	0.95	3
2	2	1	1	6	7	4	4	1.2	1	19	1.61	3
2	2	1	1	8	4	3.25	2.25	1.4	1.75	25	1.18	3
1	2	1	1	5	4	3.5	3.25	1.4	1.25	28	1.54	4
2	2	1	1	8	8	3.75	3.5	1.2	1	34	1.5	3
1	2	1	1	6	5	3	3.25	1.8	2	27	0.64	4
2	2	1	1	6	3	3.25	2.75	1.6	1	30	1.05	4
2	2	3	1	8	6	3.75	3	1	1	23	1.32	5
1	2	1	1	9	5	2.33	2	1.8	2	27	1.91	4
2	2	1	1	6	3	3.25	3	1.2	1	29	1.74	5
1	2	1	1	4	6	3	3.2	2.4	1.25	23	1.96	3
1	2	1	1	4	8	2	2	2.6	2.75	30	1.68	4
2	2	1	1	6	7	2.5	2.2	1.6	2.75	21	1.43	3
2	2	1	1	8	5	2.75	2.4	1.4	1.75	31	2.22	5
2	1	1	1	5	6	3.25	2.4	1.6	4	16	1.44	4
2	2	1	1	8	4	3.33	3.2	1	1.25	28	1.62	3
1	2	1	1	9	8	2	2.2	2.4	1.75	42	2.17	8
1	2	1	1	8	4	3.67	3	1.4	1.5	34	2.29	6
1	2	1	1	7	6	3	3	1.4	1.75	35	1.72	5
1	2	1	1	2	2	3	2.75	2	2	13	1.61	6
2	2	1	1	7	5	3.67	2.8	1.4	2.25	26	1.81	5
2	1	4	1	8	6	3.25	2.75	1	1	19	1.91	1
1	2	1	1	6	7	2.75	2.8	1	1.25	31	1.51	3
2	2	1	1	4	6	4	4	1	1	29	1.83	6
2	2	1	1	6	4	4	3.8	1.4	1.25	25	0.83	3
1	2	3	1	7	6	2.25	2.4	3.6	2.25	15	2.05	6
1	2	1	1	5	4	3.25	2.25	1.6	1.75	29	1.63	3
2	2	1	1	7	6	3	3.8	2.6	2.25	25	1.15	3
2	1	1	1	5	4	3.25	2.4	1	1	26	1.48	2
2	2	1	1	7	6	3.75	3.4	1	1.25	31	1.84	8
2	2	1	1	3	4	3.75	3	1	1.25	21	1.43	3
1	2	1	1	8	5	3.75	3.4	1.6	1.5	23	2	3
1	2	1	1	7	5	4	3.6	1.2	1.25	30	2.05	6
2	2	1	1	8	5	3	3.2	2	1.75	30	2.18	4
1	2	1	1	8	7	3.25	3.6	1.6	1.5	34	2.06	5
2	2	1	1	8	8	3.25	2.6	2	1	24	1.69	2
1	2	1	1	9	6	2.75	2.8	2	1.5	27	2.15	5
2	2	1	1	8	8	2.75	2.6	2	1.5	30	1.8	3
1	2	1	1	7	4	2	2.2	2	1.25	18	1.3	5
2	2	1	1	8	8	3	3	1.6	1.25	31	1.92	5
1	2	1	1	3	8	3.25	3	1.8	1.25	36	1.6	6
1	2	1	1	7	0	3	3	1.4	1	17	1.83	5
2	2	1	1	6	8	3	2.4	1.8	2	35	1.72	5
1	2	1	1	7	8	3.25	3	1.6	1	24	1.91	5
2	2	1	1	4	7	3	3	1.8	1.5	33	1.55	5
2	2	1	1	6	4	3.25	3.2	1.2	1.25	16	2	6
1	2	1	1	8	6	3.25	3	1.4	1	29	1.9	7
2	2	1	1	8	6	3.25	3	1	1.25	29	2.19	6
1	2	1	1	8	6	3.25	3	1.6	1.25	24	2.06	5
1	2	1	1	4	5	3.25	3.2	1.4	1	28	1.8	3
2	1	1	1	7	8	3.25	3.4	1.2	1.25	32	2.02	3
1	2	1	1	8	5	3.25	3	1.2	1	29	1.85	6
2	2	1	1	5	8	3	3	1.4	2	28	1.34	5
1	2	1	1	6	6	2.33	2.4	2	1	29	2.26	7
2	2	1	1	9	8	3	3.2	1	1.25	25	2.17	5
1	2	1	1	6	6	2.33	2.8	1.6	1.25	43	1.96	8
2	2	1	1	8	7	2.67	3	1	1.75	28	2.27	3
2	2	1	1	8	8	3.33	3.6	1	1.75	33	2.07	8
2	2	1	1	5	7	3	3	1.2	1.75	28	1.5	6
1	2	1	1	6	8	2.5	2.6	2	2	27	0.86	3
1	2	1	1	7	8	4	3.6	1.6	1.25	29	1.72	5
2	2	1	1	7	7	4	3.4	1	1.25	27	1.95	3
1	2	1	1	7	7	4	4	2	1.25	28	1.64	3
2	1	1	1	5	8	3.75	3.2	1	2	19	1.33	2
2	2	1	1	7	6	4	3.6	1	2.25	21	1.68	3
1	2	1	1	9	8	3.67	2.6	1.8	1	30	1.91	3
2	2	1	1	8	8	3.33	2.6	2	1.75	24	1.12	3
2	2	1	1	5	6	3.33	2.8	1.8	1	20	1.57	6
1	2	1	1	3	6	3	3	1.8	1.25	19	1.18	4
2	2	1	1	4	8	3	2.6	1.4	1.75	20	1.07	5
1	2	1	1	4	6	3	2.8	1.2	1	32	1.68	3
1	2	1	1	4	5	2.5	3	1.8	1	23	2.13	8
1	2	1	1	5	8	2	1.8	2.4	2.75	30	1.85	3
1	2	1	1	9	3	2	2	2.2	1.75	21	2.03	6
1	2	1	1	8	6	2.5	2.2	2	1.25	27	2.03	4
2	2	1	1	6	6	3.25	2.8	1	1.5	26	2.28	3
2	2	4	1	6	8	3.25	2.6	1.4	1.5	22	1.84	6
1	2	1	1	8	8	3	2.4	1.6	1	35	1.68	3
2	2	4	1	8	8	3.25	3.4	1	1.25	39	1.79	3
1	2	1	1	8	8	3	3	1.4	1	30	2.26	6
2	2	1	1	8	8	3.25	3.2	1	1.25	29	2.29	5
1	2	1	1	9	4	3.25	3	1	1	24	1.88	4
1	2	1	1	6	4	3	2	1.2	1.25	20	1.81	7
2	2	1	1	7	8	3.25	3.4	1	1.5	30	1.7	3
1	2	1	1	8	6	3.25	2.8	1	1.5	31	1.87	3
2	2	1	1	7	8	3.25	3.2	1	1	36	2.31	7
1	2	1	1	6	3	3	2.2	1.2	1.25	24	2.29	3
2	2	1	1	6	5	3.25	3.2	1.6	2	17	1.19	6
1	2	1	1	3	4	3	3.2	2	1.5	24	2.4	6
1	2	1	1	5	8	3.5	3	1	1	32	2.23	5
2	2	1	1	6	6	2.75	3	1.6	1.75	32	1.67	4
1	2	3	1	6	7	2.5	2.8	2	1.25	7	1.52	1
2	1	1	1	3	6	3.75	1.6	1.6	2	11	0.93	3
2	2	1	1	5	7	2.75	3	1.4	1.5	19	1.42	5
2	2	1	1	7	8	3.25	3.2	1.2	1.25	31	1.83	5
2	2	4	1	5	8	3.5	3.8	1.4	1.25	22	2.15	6
1	2	1	1	6	4	3.25	3.6	1.8	1	29	1.84	6
2	2	1	1	5	8	3.75	3.6	1	2.25	24	1	6
1	2	1	1	7	4	4	4	1	1.25	20	1.75	5
2	2	1	1	7	8	4	4	1	1.25	25	1.07	6
1	2	1	1	6	8	2.75	3	2.4	1.25	20	1.72	5
1	2	1	1	7	5	3.75	3.4	1.2	1	19	1.62	5
2	2	1	1	6	6	4	4	1	1.75	36	1.83	5
2	2	1	1	8	4	4	4	1	1.25	26	1.56	5
2	1	1	1	6	2	3.75	4	1	1.25	15	1.15	3
2	2	1	1	4	8	3.5	2.8	1.4	1.75	30	0.92	6
1	2	3	1	0	7	4	3.8	1.2	1	27	1.16	5
2	2	1	1	8	5	3.75	4	1.2	1.25	21	1.07	5
1	2	4	1	7	7	2.25	2.6	2.2	1.25	27	2.3	6
1	2	3	1	5	5	3.75	3.2	1	1	33	1.61	5
1	2	3	1	3	6	2.75	2.4	1	3.25	18	1.45	3
2	2	3	1	6	6	3	3	1.6	1.25	15	1.15	6
1	2	3	1	6	7	2.5	2.6	1	2	10	0.85	3
1	2	3	1	8	7	3.75	3.6	1.2	1	19	1.66	3
2	2	3	1	6	8	2.75	3.4	2	1.25	23	0.89	2
1	1	2	1	3	5	3	2.6	1.75	1	14	0.72	3
2	1	3	1	1	6	3.67	3.6	1	1	16	0.93	2
2	1	2	1	4	7	3.75	4	1	1.5	10	0.75	2
2	2	3	1	7	5	3.5	2.8	1.2	1.5	13	1.39	6
2	2	3	1	6	4	2.5	2.2	1.6	1	32	1.43	6
2	2	4	1	5	8	3.5	3.8	1.6	1.25	33	1.85	5
2	2	1	1	7	8	3	2.4	1.6	1	23	1	4
2	2	3	1	8	6	3	3.4	1.6	1.25	29	1.72	6
2	2	3	1	7	2	3.25	3.6	1.2	1.25	29	1.5	5
2	2	3	2	7	6	2.5	3.6	2	1	20	1.42	3
1	2	3	1	5	4	2.75	2.6	1.4	1.25	12	1.59	5
2	1	1	1	4	3	3.25	3.6	1.2	1.25	35	2.24	6
1	2	2	1	7	8	3.75	3.25	1.8	1.5	24	1.49	5
2	2	2	1	5	6	2.75	2.8	2.4	1.5	26	1.61	5
2	2	2	1	7	8	4	3.6	1	1.5	28	1.27	8
2	2	2	1	1	6	4	3.6	1	1.25	20	1.32	5
1	2	3	1	8	8	3.75	3.6	1	1.25	18	1.96	9
2	2	2	1	9	8	4	3.6	1.4	1.25	40	1.89	9
2	1	2	1	5	6	4	4	1	1.5	28	1.41	5
1	2	2	1	9	5	2	2.4	2.6	2	14	1.5	5
1	2	2	2	6	6	3.5	3.8	1.2	1.25	28	1.56	2
1	2	1	1	3	8	3.5	3.4	1.4	1.5	35	2.12	3
1	2	3	1	5	8	3.75	3.2	1.2	1.5	27	1.73	5
1	2	1	1	5	2	2.25	1.8	2.6	2	15	0.44	6
1	2	3	2	9	7	2	2	2.6	2.25	26	1.29	3
1	2	3	1	6	6	1.75	2	3.2	2	23	1.1	5
2	2	3	1	5	8	3.25	3.6	2	2.25	16	1.09	3
1	1	3	1	4	6	2.5	3	2.4	2.25	16	1.4	6
1	2	3	1	7	4	3.67	3.8	1.6	1.25	19	1.93	1
1	2	3	1	6	5	2.5	2.4	3.4	2.25	28	1.65	3
1	2	3	1	9	6	3.5	2.4	1	2.5	25	1.43	1
1	2	4	1	9	1	3	2	2.2	2	15	2.07	8
2	2	1	1	7	5	3.33	3.25	1	1	29	2.2	6
1	2	1	1	4	6	3.25	3.6	1.2	1.75	16	1.16	3
2	2	1	1	7	6	3.25	3	1.8	1.5	23	1.85	5
1	2	1	1	5	5	3.25	3.4	2	1.25	37	1.85	6
2	2	1	1	8	6	3.67	4	1	1	34	2.18	5
1	2	3	1	3	3	3.75	3.8	1.4	1.25	18	1.42	6
2	2	1	1	8	7	3	3.6	1.4	1.25	40	2.17	6
2	2	1	1	9	6	3.25	3.6	1.2	1.75	34	2.55	8
1	2	3	1	6	5	3.5	2.8	1.2	1.75	31	1.9	3
1	2	1	2	2	5	3.5	3.4	1.6	2.25	29	1.15	6
1	2	1	1	2	5	4	4	1.6	1	15	0.93	2
2	2	1	1	2	3	3.75	3.6	1	1.25	36	1.62	6
2	2	4	1	6	6	3	2.6	1.6	1.25	23	1.27	6
2	2	3	1	6	8	3	2.8	1.2	1.5	15	1.13	1
2	2	4	1	6	6	3	2.6	1.6	1.75	18	1.36	3
2	2	3	1	6	5	3	2.8	1.2	1.25	12	2.02	4
2	2	3	1	7	8	3	2.8	1.2	1.25	25	1.41	3
1	2	3	1	5	4	2.75	2.6	2.2	1	17	1.4	5
2	2	1	1	7	6	2	2.4	2.2	2.25	33	2.08	6
2	2	2	1	6	6	3.25	2.5	1.4	2	29	1.27	5
1	2	2	1	8	4	3.5	3	1	1	24	1.36	5
2	1	2	1	5	8	3.5	2.8	1	1.25	14	1.44	3
1	1	2	1	6	8	3.25	2.6	1.2	1.25	13	1.2	5
2	2	2	1	2	6	3.25	3.2	1.4	1.25	22	1.18	5
2	2	2	1	8	3	2.25	2.8	2.2	2	26	1.04	5
1	2	2	1	7	8	2.5	2.6	2	1.25	22	1.4	5
2	2	2	1	7	5	3.5	3.4	1.2	1.25	19	1.55	5
2	2	1	1	8	8	3.75	3.6	1.2	1.25	22	2	5
1	2	1	1	9	8	3	3.6	2	1	34	1.59	6
1	2	3	1	8	6	3	3.2	1.6	1.5	22	1.84	9
2	2	1	1	8	8	3.67	3.6	1	1.25	32	2.3	6
2	2	4	1	9	6	3.25	3.8	1	1	39	2.29	6
1	2	4	1	9	5	2.75	2.6	1.4	1	22	1.89	6
2	2	3	1	7	5	3.25	2.4	1	1.75	31	1.38	3
1	2	3	1	8	7	3.5	3.4	1	1	22	2.18	5
1	2	3	1	8	5	3.25	1.75	1.2	1.75	14	1.38	5
2	2	1	1	7	8	3.5	3.6	1	1	22	2.23	6
1	2	4	1	5	5	3.75	3.4	1.2	1	36	1.64	6
2	2	1	1	7	4	3.67	3.8	1	1.25	25	2.18	5
1	2	1	1	4	6	3.25	2.5	1.2	1.25	19	1.4	3
1	2	1	1	7	5	3.5	3.5	1	1.5	37	2.38	5
1	2	1	1	7	8	3	3	1.8	1	25	1.77	5
2	2	3	1	9	8	3	2.5	1.5	1	23	1.34	3
1	2	1	1	8	8	3	2.5	2	1	29	1.6	5
1	2	1	1	9	4	2.75	2.25	2	1.25	23	1.37	5
1	2	1	1	4	8	3.75	3.25	1	1.25	20	1.23	3
2	2	1	1	7	6	3.5	3.75	1	1	27	1.4	3
2	2	1	1	6	5	4	3.75	1	1.25	26	1.98	3
2	2	1	1	6	1	4	4	1	1.25	31	1.71	6
2	2	1	1	7	4	4	4	1	1	33	2.29	6
1	2	1	1	6	5	3.75	4	1	1.25	35	2.29	3
2	2	4	1	7	6	3.5	3.4	1.4	1	25	1.51	8
1	2	3	1	7	6	3.25	3.8	1.6	1.25	30	1.56	3
2	2	1	1	8	8	3.75	3.8	1.2	1	24	1.76	6
2	2	1	1	5	6	3.25	4	1.2	1.25	19	1.31	5
1	2	1	1	6	8	3.75	3.8	1	1.25	30	1.34	7
2	2	1	1	4	8	4	4	1.2	1.25	26	2.12	5
2	2	1	1	7	8	3.75	3.2	1	1.25	15	1.54	6
1	2	1	1	8	8	2.5	2.8	1.8	1	23	1	5
1	2	1	1	3	3	3	2.8	1.2	1.25	23	1.47	8
2	2	1	1	7	8	4	4	1.2	1	21	1.59	5
2	2	1	1	5	5	3	2.8	1.2	1.25	37	2.12	6
1	2	1	1	3	6	2.25	2.4	2	1.75	19	1.48	5
1	2	1	1	7	8	3.25	2.6	1	1.25	29	2.26	6
2	2	1	1	6	8	2.75	2.2	1	1.25	28	1.68	3
2	2	1	1	6	8	2.25	2	1.6	1.25	25	1.84	6
1	2	1	1	8	8	3.25	2.4	1	1.25	24	1.72	3
1	2	1	1	6	7	2.5	2.2	2	1.75	27	1.71	3
2	2	1	1	8	8	2.5	2.4	1	1.25	22	1.45	8
1	2	1	1	7	6	2.75	2	1	1.75	31	1.67	8
2	2	2	1	8	8	2	1.8	2	1.5	22	1.08	5
1	2	1	1	2	6	4	4	1	1.75	20	0.73	3
2	2	1	1	7	6	4	4	1	1.75	20	1.43	5
2	2	1	1	6	6	4	4	1	1	30	1.56	6
2	2	1	1	6	8	3.5	3.4	1.2	1.25	36	1.84	3
1	2	1	1	3	8	3.5	3.4	1.2	1	19	0.86	1
2	2	1	1	9	8	3	3.2	2	1.75	25	2.24	7
1	2	1	1	8	5	3	2.4	1.8	1	15	1.59	5
2	2	1	1	5	8	2.5	2.2	2	2	19	0.99	4
1	2	1	1	5	4	3	2.8	1.4	2	23	2.13	4
2	2	1	1	7	3	3.25	3.2	1.8	1.5	27	1.28	3
2	2	1	1	7	5	3	2.8	2	1	27	2.01	6
2	2	1	1	9	4	3.25	3	1.8	1.33	29	1.75	3
1	2	3	1	3	5	2.5	2.6	2.2	2	32	1.6	5
2	2	1	1	8	8	3.25	2.8	1.4	1.25	34	1.41	5
2	2	1	1	5	8	2.5	2.4	2.6	1.75	13	1.08	3
2	2	1	1	7	6	3.5	3.6	1	1.5	27	1.35	4
2	2	1	1	6	4	3	2.6	2.2	1.5	22	1.89	5
2	2	1	1	7	4	2.75	2.6	2	1.75	23	1.65	3
2	2	1	1	7	8	4	3.8	1	1	28	1.82	5
2	2	1	1	6	6	3.5	2.6	1	1.25	27	1.32	8
2	2	1	1	6	5	3	3.4	1	1.5	26	1.56	6
1	2	1	1	4	2	2.25	2	3	3	34	1.89	3
2	2	1	1	8	7	3.75	3.8	1	1.25	40	1.42	8
1	2	1	1	6	6	3.75	2.6	1	1.5	36	1.87	5
2	2	1	1	6	6	3.5	3.4	1	1	24	1.47	3
1	2	1	1	4	3	4	4	1	1	36	1.51	5
1	2	1	1	8	6	2.75	2.4	1.4	2.5	30	2.12	6
1	2	1	1	4	2	3.25	3.4	1	1.5	33	2.18	3
1	2	1	1	6	4	3	3	1.4	1.25	29	1.54	6
2	2	1	1	5	1	3	3	2.2	2	17	1.28	6
2	2	1	1	6	5	4	3.75	1	1	32	2.3	5
2	2	3	1	8	8	4	4	1	1.25	32	2.1	3
2	2	1	1	6	8	4	4	1	1	27	1.44	3
2	2	1	1	7	7	4	4	1	1	26	1.56	3
1	2	1	1	6	6	3.25	2.8	1	1	25	1.48	6
1	2	1	1	5	4	3.25	3.25	1.6	1	32	1.59	3
2	2	1	1	9	6	4	4	1	1	34	2.41	6
1	2	1	1	6	1	4	3.6	1	1	40	2.16	6
1	2	1	1	6	2	4	4	1	1	27	2.05	5
2	1	1	1	7	6	4	3.75	1	2	29	1.41	3
2	2	1	1	5	4	3.75	4	1	1.75	28	1.54	6
1	2	1	1	9	6	4	4	1	1.25	34	2.1	5
1	2	1	1	7	4	4	4	1	1.25	32	1.75	5
1	2	3	1	5	1	2.75	2.8	2.4	2	23	1.08	5
2	2	3	1	8	7	3.75	3.75	1.2	1.5	26	1.76	6
1	2	4	1	8	7	2.75	3	2	1.75	31	1.68	6
1	2	1	1	7	6	3	3	2	1.5	23	1.38	5
2	2	1	1	8	4	2.25	2.2	2.6	1.75	41	1.65	5
1	2	3	1	9	4	3.33	3	1.4	1.5	24	1.7	6
2	2	1	1	9	5	4	4	1	1.25	21	1.41	3
2	2	1	1	6	2	2.5	2.8	1.8	2	27	1.14	5
2	2	1	1	8	6	4	4	1	1.25	26	1.45	6
1	2	1	1	8	8	3.25	3	1.2	2.25	19	2.12	5
1	2	1	1	9	8	3.25	2.8	1.6	1	28	1.95	6
2	2	1	1	9	8	2.5	2.6	1.8	1.75	26	1.34	6
1	2	4	1	7	7	3.25	3	1.8	1.25	33	2.17	5
2	2	1	1	7	6	3.5	2.4	1.2	2.75	28	1.63	6
2	2	1	1	8	4	2.25	2	2.4	2.25	33	1.31	2
2	2	1	1	5	8	2.5	2.2	1.8	2	35	1.84	5
2	2	1	1	7	8	2.5	2.2	2	1.25	27	1.34	6
1	2	1	1	8	8	3.5	3	1	1.75	31	2	5
2	2	1	1	6	8	3.25	2.8	1	2.25	20	1.41	5
1	2	1	1	7	8	2.5	2.2	1.8	2.5	28	1.77	6
1	2	1	1	8	8	3.25	3	1.2	1.5	28	1.51	6
2	2	1	1	6	8	2.5	2.6	2	1	34	1.53	5
2	2	1	1	8	8	3.75	3.4	1	1.25	20	2.2	3
2	2	1	1	7	8	2	2.2	3.6	1.25	15	1.43	5
1	2	1	1	7	8	2.25	1.6	2.6	1.25	24	1.19	2
2	2	1	1	6	6	3.5	3.4	1	2.25	22	1.32	5
2	2	1	1	7	8	2.75	2.4	1.8	1.5	26	1.61	5
1	2	1	1	3	8	2.75	2.8	2	1.75	26	1.13	5
2	2	1	1	7	8	4	3.8	1	1.75	36	1.75	5
2	2	1	1	5	8	4	3.6	1	2	21	1.73	3
2	2	1	1	8	8	2	2	3.2	1	29	1.35	5
2	2	1	1	9	8	3.75	3	1.4	1	31	2.28	6
2	2	1	1	7	8	2.75	2.8	2.6	1.75	21	1.61	3
2	2	1	1	4	6	3.75	2.8	1	2	18	1.14	5
2	2	1	1	5	8	2.75	2.8	2	1.75	20	1.67	3
2	2	1	1	6	8	3.25	3.4	1	1.75	32	1.58	3
1	2	1	2	7	5	3.75	3.75	1.2	1.75	39	0.42	2
2	2	1	1	2	6	1.25	1.75	4	1	14	0.56	5
2	2	1	1	7	8	3	3.25	1.8	1	19	1.72	3
1	2	1	1	3	4	3.25	3.6	1.6	1	32	1.59	3
2	2	1	1	8	8	4	3.75	1	2	25	2.04	5
1	2	1	1	4	6	2.75	2.5	2	1	20	1.56	8
2	2	1	1	6	8	3.5	3.25	1.4	1.33	17	1.86	3
1	2	1	1	4	8	4	4	1	1	30	1.84	4
1	1	1	1	8	6	2.25	1.25	2.6	3	15	2.13	6
2	2	1	1	8	8	3.25	3.4	1	1.5	19	1.67	5
1	2	1	1	6	5	3.5	3.75	1.4	1.25	27	1.4	5
1	2	1	1	8	8	3.5	3	1.2	1	37	2.2	5
1	2	1	1	5	8	3.25	2.4	1.4	1.5	30	1.74	8
1	2	1	1	9	7	2.75	2.8	2.2	1	26	1.27	3
1	2	1	1	7	6	3.5	3.4	1.6	1.75	28	2.42	5
1	2	1	1	9	8	3.25	3.6	2	1.25	34	1.98	5
