GENDER	POVRTY	RACE	KINDER1	FMOTOR	GMOTOR	SCONTROL	INTERP	EXTERN	INTERN	GENERAL	MATH7	MOM_ED
1	2	1	2	9	8	3.75	3.8	1.4	1.25	39	2.02	6
2	2	1	1	7	8	2.25	3	2.6	2	26	1.17	5
1	2	1	1	9	8	2.67	2.2	2.2	1.25	30	1.92	4
1	2	1	1	8	7	3.5	3.4	1	1.5	24	1.63	7
2	2	1	1	9	8	4	3.8	1	1	34	2.1	4
2	2	3	1	9	7	3.5	3.2	1	1.5	29	1.26	2
1	2	1	1	4	6	2.75	2.4	2	1.75	22	1	5
2	2	1	1	7	5	1.5	1.2	4	2.5	16	1.24	3
1	2	1	1	8	4	3.5	3.8	1	1	30	2.39	6
1	2	1	1	7	8	3.75	3.2	1.4	1	18	2.04	3
1	2	1	1	4	6	3	3	1.2	1	23	1.67	5
2	2	1	1	5	5	3	3	1	1	22	1.17	3
1	2	1	1	6	2	3	2.6	1.2	1	20	1.59	6
2	2	1	1	6	8	2	1.8	2.6	1.25	25	1.61	5
1	2	1	1	8	5	2.25	2.2	2	1.75	18	2.2	3
2	2	1	1	6	8	2.75	2	1	1.25	30	1.96	6
1	2	1	1	6	6	2.5	2	1.4	1.25	21	1.96	3
1	2	1	1	5	5	2.25	2	2.4	1.25	31	1.86	8
2	2	1	1	7	6	2.5	2	1.8	2	13	1.82	6
1	2	1	1	7	4	2.75	2.2	1.2	2	30	2.22	6
2	2	1	1	4	6	2.25	1.8	2.2	1	32	1.08	4
1	2	1	1	5	6	2.25	2	1.6	2.25	28	2.16	3
2	2	1	1	4	6	2.25	2	2	1.5	15	1.95	5
1	2	1	1	5	5	2.25	2	2	1.5	33	2.03	6
2	2	3	1	4	8	2	2	2	2	25	0.48	8
2	2	1	1	6	8	2.5	2	1.4	2.25	37	1.83	6
1	2	1	1	3	7	2.75	2	1.2	1.5	34	1.52	4
1	2	1	1	7	8	2.5	2.4	1.2	1.25	33	1.73	6
2	2	1	1	3	8	2.75	2	1	1	24	1.41	3
2	2	1	1	1	5	2.75	2.2	1	2	28	1.57	2
1	2	1	1	3	5	2.25	2.2	2.4	1.5	32	1.95	5
1	2	3	1	6	6	2	2	2	1.75	18	1.23	3
2	2	3	1	5	8	2	2.5	1.8	1.5	25	1.8	5
1	2	1	1	5	5	3.25	2.8	1.4	1.25	27	2.41	5
2	2	1	1	7	5	3.25	2.8	1.2	1	24	1.15	3
1	2	1	1	9	8	3	3	1.2	1.25	31	2.01	3
2	2	1	1	5	8	3	3	1.2	1	22	1.91	4
2	2	4	1	6	8	3	3	1.8	1.5	24	1.94	3
1	2	1	1	8	6	3.25	3	1	1	25	0.89	3
1	2	1	1	5	4	3.25	2.2	1	2	21	1.16	4
2	2	1	1	5	3	3.5	2.8	1	1	16	1.06	4
1	2	1	1	8	5	3	2.2	1	2.75	36	0.95	3
1	2	1	1	8	7	3.5	3.2	1	1.75	26	1.92	5
2	2	1	1	7	7	3.5	3.2	1	1	28	1.91	3
2	2	1	1	8	8	3.25	3	1	1	23	0.97	6
1	2	3	1	2	6	2.5	2.8	3.2	2.5	15	0.89	3
2	1	3	1	6	8	3	3	1	1.25	15	1.35	3
2	2	3	1	6	8	3	3.2	2	2	13	0.84	2
2	2	3	1	6	8	4	3.6	1	2.25	22	1.58	3
1	2	1	1	9	8	4	3.8	1.4	1.25	24	1.56	5
1	2	3	1	8	8	3.67	3.4	1.2	1.33	28	1.82	5
2	1	3	1	7	8	4	4	1.2	1.25	21	1.28	2
1	2	1	1	4	1	3.25	3.2	1.4	2	17	1.74	3
2	2	3	1	3	7	4	3	1	1	10	0.97	3
2	2	1	1	3	8	3	3.2	1.4	1.25	21	1.6	6
2	2	1	1	7	5	3.67	3.4	1	1	17	1.29	5
1	2	3	2	6	7	4	3.2	1	2.25	25	1.25	2
1	1	3	1	1	7	2	2	2.2	2	16	1.21	2
1	2	3	1	6	4	2.75	2	1.6	1.75	18	1.57	3
1	1	3	1	4	7	2.5	1.6	2.4	2.5	15	1.07	3
1	2	3	1	6	7	3.5	3.8	1.8	1	19	1.26	3
1	2	3	1	5	7	3	2.6	2.4	1	15	1.59	5
1	2	3	1	6	7	2.25	1.8	2.8	1.25	16	0.69	3
2	2	1	1	9	8	3	2.8	1	1.25	28	1.84	8
2	2	3	1	5	8	3	2.8	1.4	1.25	16	0.45	3
1	1	3	1	3	7	3	2.6	1.6	2	9	0.46	2
1	1	3	1	8	8	3	2.6	1.8	1.25	24	1.6	3
2	2	1	1	3	8	4	3.8	1.4	1.25	23	1.03	5
2	2	1	1	6	7	3.5	3.4	1	1.75	24	1.66	6
1	2	1	1	5	6	3	3	2	2	23	1.32	3
2	2	1	1	8	8	3.5	3.2	1.2	2	28	1.78	3
2	2	1	1	7	6	3	3.2	1.4	2	38	1.64	6
1	2	1	1	7	8	3	2.8	1.4	1.5	35	2.28	8
1	2	1	1	7	7	4	4	1	1.25	37	1.88	5
1	2	1	1	9	6	2.5	2.4	2.2	1.25	25	1.79	8
1	2	1	1	6	7	3.75	3	1.4	1	28	1.53	5
1	2	1	1	7	8	3.75	3	1.4	2.5	29	1.88	5
2	2	1	1	7	6	3.5	4	1.6	1.25	19	1.68	5
1	2	1	1	7	8	2	2	2	2.75	21	1.2	2
2	2	1	1	8	8	3.5	3.4	1	1.75	24	1.03	2
1	2	1	1	7	8	3	3.2	1	1.25	35	2.19	5
2	2	1	1	9	8	2.75	2	1.2	3.25	25	1.66	3
2	2	1	1	5	8	2.75	2	2	3	17	1.87	6
2	1	4	1	6	8	2	2.4	2.6	2	27	1.2	4
1	2	3	1	3	7	3.25	2.8	1.8	2	15	1.04	2
2	2	1	1	9	8	3.33	3.8	1.2	1.25	26	1.96	5
1	2	3	1	6	2	3	3	2	2	13	0.8	1
2	2	1	1	6	5	3	3	1.6	1.75	20	1.54	5
1	1	3	1	3	7	3.75	3.2	1.6	2	11	0.56	2
2	1	1	1	6	8	2.75	3	2	2	16	1.08	5
1	1	4	1	8	8	3.25	3.2	1.2	1.25	23	1.67	5
2	2	3	1	7	8	2.25	3	3	1.25	17	0.88	4
1	2	1	1	3	8	3.75	2.8	1	2	14	0.92	5
1	2	1	1	5	6	3	3.2	1.4	2	26	1.72	5
2	2	1	1	7	8	3.25	3	1.6	1.25	39	1.53	3
2	1	4	1	6	8	2.75	2.8	1.4	1.25	23	1.12	5
2	2	1	1	8	6	4	3.8	1	1.75	20	1.14	2
1	2	1	1	6	8	4	4	1	1	25	1.82	6
1	2	1	1	3	5	3.25	2.6	1	1.5	15	1.15	2
2	2	1	1	8	8	3.25	3.2	1.4	1	30	1.01	5
2	2	1	1	8	8	3.25	3.4	1	1.25	32	1.77	5
2	2	1	1	5	4	4	3.8	1	1	23	1.25	5
2	2	1	1	6	6	4	3.8	1	1.25	26	0.89	4
2	2	1	1	7	8	3.5	3	1	1.75	28	1.48	5
2	2	1	1	8	6	2.25	2.2	2.2	1.5	21	1.5	5
2	2	3	1	3	3	3.5	3.4	1.4	2	19	1.04	2
1	1	3	1	5	8	3.25	2.4	1.8	1.5	18	1.2	2
2	2	1	1	7	8	2.25	2.6	2.4	2.25	20	1.38	4
1	2	4	1	9	8	2.75	2.8	1.8	1.25	25	1.72	6
1	2	4	1	7	6	3	3.25	1.4	1	34	2.38	8
1	2	1	1	9	4	3	2.8	1.6	2	37	1.64	8
2	2	4	1	6	8	4	3.6	1	1	29	1.39	3
2	2	1	1	9	8	3.75	3.75	1	1	27	1.42	6
1	2	1	1	4	6	2.75	2.5	1.8	2.5	36	1.65	5
2	2	1	1	6	8	3	3	1.6	1.75	31	1.86	9
1	2	1	1	9	6	2.25	2.4	1.8	1.75	27	1.77	5
1	2	1	1	9	6	3	3.2	2	1	23	1.77	8
1	2	1	1	8	8	2.25	2.5	2.2	1	26	1.87	6
2	2	1	1	8	7	2.5	2.6	2.2	2	20	1	8
1	2	1	1	6	6	2.25	2.25	2.2	2	31	1.63	9
2	2	1	1	6	6	2.5	2.25	2.4	1.25	34	2.27	9
2	2	1	1	9	8	3.75	3.75	1	1	32	1.79	7
2	2	1	1	6	6	3.75	4	1.6	1.25	27	1.4	9
1	2	1	1	7	8	3.33	3.4	2	1.25	25	2.2	5
2	1	1	1	8	8	2.75	3	2	1.5	37	2.2	5
2	2	1	1	9	5	4	4	1	1	26	1.64	5
2	2	1	1	7	8	4	3.8	1	1	34	1.57	5
1	2	1	1	9	8	3.67	3.6	1	1	22	1.43	3
1	2	4	1	5	4	2.5	2.2	3.4	1.25	14	1.69	3
1	1	1	1	4	6	3.75	4	1	1.75	37	1.46	4
1	2	1	1	5	6	4	3.8	1	1	22	1.65	5
2	1	3	1	6	7	3	3	1	1.25	13	1.03	3
2	2	4	1	6	7	3.25	3.8	1	1.5	16	1.11	3
2	2	3	1	5	5	3.25	2.8	1	1	19	1.51	3
1	1	2	1	7	8	3	2.6	1.2	1	12	0.88	3
1	2	3	1	4	6	3	2.8	1.6	1	23	1.77	5
2	2	2	1	4	7	2.5	2.2	2	1	13	0.95	3
2	2	1	1	6	8	2.5	3	1.5	1	27	1.71	4
2	2	4	1	6	6	2.25	2	3.2	2.25	10	1.18	5
2	2	1	1	3	8	2.25	2	3.4	1.5	26	1.76	3
2	2	3	1	6	7	3.75	3.8	1.4	1	20	1.61	4
2	2	1	1	4	7	3	3.6	1.4	2	22	2.29	5
1	1	3	2	8	7	2.5	2.75	2.4	2.75	15	0.97	2
2	1	3	1	4	8	2.75	2.8	1.8	1	12	0.75	1
1	1	3	2	9	6	2	2	2.4	2	21	0.99	2
1	2	2	2	5	6	2	2.2	2.4	2	13	1.1	5
2	2	1	1	7	6	3.75	4	1	1	24	1.13	3
1	2	1	1	4	7	3	3	1	2	31	1.79	6
1	2	1	1	9	8	4	3.8	1	1.25	41	2.23	6
1	2	1	2	5	6	3.75	3.6	1.6	2	14	0.49	3
2	2	4	1	5	6	3.75	4	1	1.25	21	1.2	5
2	2	2	1	5	7	3	2.8	1.6	2	16	1.4	8
1	2	1	1	9	7	4	4	1	1	31	1.92	5
2	2	3	1	7	8	3.5	2.8	1	1.75	19	0.95	5
1	2	4	1	6	7	4	4	1	1.25	30	1.62	5
2	2	1	1	8	8	2.5	2.2	1.8	1.5	32	1.84	7
2	2	1	1	5	8	3.25	3.2	1.2	1.5	20	1.46	3
2	2	1	1	4	7	3	3	2.2	2	28	0.87	8
2	2	1	1	9	8	2	2.4	2	1.25	32	1.42	6
2	2	3	1	9	5	2.25	2	2.6	1.75	18	1.04	3
1	2	3	1	1	8	4	4	1	1.25	17	1.54	3
2	2	3	1	5	5	2	2.8	2.4	1.25	20	1.33	3
2	2	3	1	8	8	4	4	1	1.5	36	2.02	5
1	2	3	1	8	8	4	4	1	1.5	28	0.75	5
2	2	3	1	7	7	2	2.2	2.2	1.5	20	1.62	3
1	2	1	1	7	7	2.75	3	1.8	1.75	28	1.78	5
1	2	1	1	8	8	2.25	2.6	2	1.75	37	2.1	3
2	2	1	1	8	6	2.25	2.2	2	1.25	17	2.06	5
1	1	3	1	5	7	2.25	2.6	1.6	1.25	20	0.87	2
1	2	3	1	3	7	3.5	3.2	2	1.5	21	1.27	5
2	1	3	1	7	8	3	3.6	1.8	1.25	21	1.95	1
2	2	3	1	3	7	3.25	3.6	1.4	1.25	19	1.07	2
2	2	3	1	8	8	3.75	3.2	1.4	1	18	1.07	3
2	1	3	1	5	8	3	3.2	1.8	1.25	28	1.24	4
1	1	3	1	4	8	2.25	2.5	1	1	10	1.69	3
2	2	1	1	6	8	4	4	1.2	1.25	33	1.64	8
1	2	3	2	4	6	2.5	2.2	2.4	2	13	0.72	5
2	2	1	1	7	8	2.5	2.25	2	1	24	1.7	5
1	1	3	1	5	8	2.75	2.2	2.4	1.5	22	1.46	5
1	2	1	2	6	8	2.25	2	2.6	1.75	26	1.09	5
2	1	2	1	7	8	2.75	2.8	1.75	1.5	24	1.2	5
2	2	4	1	7	8	4	4	1.8	1.25	19	1.17	1
1	2	3	1	4	8	4	3.6	1	1.25	18	1.38	5
1	1	3	1	6	4	4	4	1.6	1.25	17	1.39	2
1	2	4	1	7	8	3	2.6	2	2	24	1.25	3
2	2	4	1	8	8	3.5	3.8	1.4	1.75	24	1.42	5
2	2	4	1	7	6	2.5	2.2	2	1.75	18	1.71	6
1	2	1	1	9	8	3	3.2	1.8	1.25	40	2.26	7
1	2	1	1	8	8	3.5	3.2	1	3.25	31	1.43	5
1	2	1	1	8	7	2.75	3	2	1.25	25	2.01	5
2	2	1	1	7	6	3	3.2	1.6	1.75	19	1.87	6
1	2	1	1	7	8	2.75	3.2	2	1.5	26	2.27	5
1	2	1	1	6	6	2.5	2.6	2	1.25	21	1.74	5
2	2	1	1	7	8	2.75	2.6	1.4	2.25	34	2.19	6
2	2	3	1	6	5	3.5	3.4	1	2	35	1.23	6
1	2	1	1	8	5	3.5	3	1.2	1.25	26	1.81	6
2	2	3	1	9	8	2.67	2.8	1.8	1.5	22	1.63	6
1	2	1	1	8	8	2.5	2.8	1.8	1.25	38	2.55	6
1	2	3	2	9	8	2.75	3	1.2	1.25	36	2.19	6
2	2	1	2	8	8	2.5	2.2	1.8	1	40	1.34	5
1	2	3	2	9	8	3.5	3.4	1	1.5	40	2.16	6
1	2	1	1	8	6	3	3	1.8	1.75	32	1.64	4
1	2	1	1	3	6	2.5	2.75	2	1	32	1.56	8
2	2	1	1	9	3	4	4	1	1	33	1.95	5
1	2	1	1	5	6	3	3.75	1.2	1.25	26	0.88	3
1	2	1	1	3	5	4	4	1	1	31	0.96	5
2	2	1	1	5	5	3.25	3	1.2	1.25	27	1.33	6
1	2	1	1	3	4	3.33	2.6	1.6	1.25	26	1.51	5
1	2	1	1	6	5	3.25	3	1.2	1.25	31	1.67	5
1	2	1	1	6	4	3.25	3	1	1.25	23	2.14	7
2	2	1	1	2	5	3.25	3	1.4	1	29	1.51	2
2	1	3	1	8	4	3	2.8	1.2	1.75	21	1.73	5
1	2	1	1	6	4	3.5	3.4	1	1.5	35	1.33	5
1	2	1	1	4	8	3.5	2.6	1	3.67	19	1.34	5
2	2	1	1	5	6	3.5	3.2	1	1	23	1.23	3
2	2	3	1	8	8	3.5	4	1.4	1.5	28	1.81	5
2	1	1	1	9	7	3.25	3.2	1.2	2	24	1.29	2
1	2	3	1	4	7	4	3	1	1.25	29	1.44	5
1	2	1	1	1	8	4	4	1.4	1.25	26	1.39	2
2	2	4	1	9	6	3.33	3.25	1	1	33	2.39	6
1	2	1	1	6	8	3.25	3	1.6	1.25	31	1.4	5
1	2	1	1	4	6	3	2.4	1.8	1.25	27	1.58	6
2	2	1	1	7	8	4	3.2	1.2	1.25	29	1.52	5
1	2	3	1	8	8	3.75	2.8	1.2	1.25	32	2.55	3
2	2	1	1	6	5	2.75	2.25	1	1.33	18	0.91	3
1	2	4	1	5	6	2.25	2.2	2	1.75	26	1.48	8
2	2	4	1	8	5	3.5	3.2	1	1	34	2.08	8
2	2	4	1	5	1	4	4	1.4	1	29	1.57	3
1	2	1	1	7	5	3.33	3	1.25	1.5	42	2.12	5
2	2	1	1	7	4	3.75	4	1.2	1.75	37	1.8	6
2	2	3	1	4	8	4	3.4	1	2.25	17	2.05	5
2	2	4	1	7	8	3.5	3.6	1.6	1.5	29	1.33	6
1	2	4	1	6	7	4	3.8	1.6	1.75	18	1.39	3
2	2	1	1	6	8	3.25	3.6	1	1.25	36	2.07	6
1	2	1	1	4	4	4	3.8	1.6	1.5	28	1.48	8
1	2	1	1	7	8	1.5	2.2	3.4	1	36	2.01	8
1	2	1	1	7	6	3.75	3.8	1.6	1.25	36	1.9	6
2	2	3	1	6	8	2	2.6	3	2.5	34	1.21	6
2	2	1	1	7	8	2.67	2.25	1.6	1	38	2.06	9
1	2	3	1	8	8	3.75	3.75	1.2	1.25	35	1.9	8
1	2	1	1	8	7	3.5	4	1.2	1.25	38	2.02	6
1	2	1	1	6	5	3	2.5	1.4	1.33	25	1.95	8
1	2	1	1	8	8	3	2.75	1.6	1	42	1.86	7
2	2	1	1	6	8	3.75	4	1	1.25	23	1.33	5
1	2	1	1	7	5	2.75	2.6	2.6	1.25	29	1.82	5
1	2	1	1	8	4	3	3.8	1.4	1.75	43	2.55	6
1	2	1	1	6	5	2.75	3	1.2	1.25	26	1.87	8
1	2	1	1	9	3	2	2.2	2	1.25	29	2.18	5
1	2	1	1	4	7	2.5	2.6	1.8	1.25	25	1.24	8
2	2	1	1	6	4	3.75	3.6	1	2	20	0.92	3
2	2	3	1	6	6	2.75	2.6	2.6	1.75	22	1.19	5
1	2	1	1	5	7	3	3.4	1.8	1.25	16	1.02	4
1	2	1	1	7	2	4	4	1.6	1.25	32	1.62	5
1	2	4	1	5	5	2.25	2	2.8	2.25	21	1.84	5
1	2	1	1	6	6	3	3.2	1.8	1.25	26	1.44	3
2	2	1	1	4	8	3.67	3.5	1.2	1.75	27	1.81	5
1	2	1	1	6	5	3.75	3.8	1.8	1.25	35	1.84	5
2	2	1	1	7	8	3	1.5	1.5	4	19	1.12	5
2	2	1	1	5	5	2.5	2.4	2.4	1.75	28	1.29	6
1	2	1	1	3	6	2	2.25	2.5	2	14	1.76	5
1	2	1	1	6	7	3	3	3	2.25	16	1.48	3
1	2	1	1	5	7	3.67	3.25	1.4	1	23	1.2	3
1	2	1	1	7	5	3	2.75	1.75	1.33	18	1.84	3
1	2	3	1	7	7	2.5	2.4	1.6	1	29	1.73	5
2	2	3	1	8	8	3.5	3.2	1	1.5	21	2.02	3
1	2	3	1	7	8	4	3.8	1	1	20	1.56	1
1	2	4	1	7	8	3.5	3.8	1	1.25	32	2.06	6
2	2	3	1	7	8	3.75	2.8	2.2	2.75	31	1.64	6
2	2	1	1	6	8	4	3.6	1.8	1.5	30	2.01	6
1	2	3	1	3	5	3.75	3.8	2	1.5	29	2.08	6
1	2	3	1	4	3	2.25	2.6	1	2	12	1.76	5
2	2	1	1	4	8	3.5	3.8	1	1.75	27	1.17	8
1	2	1	2	5	7	3.5	3.8	1	1.25	31	2.07	9
2	2	4	1	8	8	3.5	3.8	1	1.25	25	1.66	9
2	2	1	1	5	5	3.5	3.8	1	1.25	25	1.51	6
2	2	4	1	3	6	2.25	1.75	2.25	1.67	21	1.15	9
2	2	4	1	6	8	3	2.8	1.4	1.75	12	1.44	5
1	2	1	1	6	8	2.67	2.25	2.4	1.5	27	2.39	6
2	2	1	1	0	0	2	2.2	4	4	19	1.52	3
1	2	1	1	6	5	3.75	2.8	1.8	1.5	22	2.25	6
1	2	3	1	6	8	3.75	3.5	1	1	14	1.54	3
1	2	3	1	7	8	3	3	1	1.75	14	1.6	3
1	2	1	1	4	5	2.25	2.6	2.4	1.25	15	0.97	5
2	2	1	1	4	2	3.25	3.6	1.6	1	11	1.33	6
2	2	1	1	8	6	2.75	3	1.8	1.75	20	1.47	4
1	2	1	1	4	2	3.25	4	1.6	1	29	1.24	7
2	1	2	1	2	7	2	2.6	1.8	1.25	19	1.32	6
1	2	3	1	3	1	2.67	2.25	1.2	2	12	0.92	4
2	2	4	1	9	8	3.5	3.8	1	1	25	1.99	5
1	2	4	1	8	8	2.5	2.4	2	2	33	2.19	5
2	2	4	1	7	6	3.5	2.8	1	2	18	2.24	6
2	2	4	1	6	8	3.5	3.8	1.2	1.25	32	2.2	6
2	2	4	1	8	6	3.5	3.6	1	2	30	1.91	6
1	2	3	1	5	8	3.75	3.6	1	1.25	26	0.99	5
1	2	3	1	8	6	3.5	3.8	1.4	1.75	22	2.13	5
1	2	3	1	4	2	2.75	2.8	2.6	1	14	1.33	4
1	1	3	1	6	7	3.5	3.4	1	1	21	1.31	5
2	2	4	1	4	8	2	2	3.8	3.75	28	1.44	6
1	2	1	1	7	6	4	4	1	1.5	38	1.81	5
2	2	1	1	7	8	3.5	3.8	1.8	1.25	28	1.32	3
2	2	1	1	8	8	4	4	1	1	21	1.23	5
2	2	3	1	7	8	4	4	1.6	1	26	1.29	6
2	2	1	1	7	8	2.5	3.2	1.6	1.25	37	1.95	8
2	2	3	1	7	7	3.5	3.8	1	1.5	30	1.79	5
2	2	1	1	8	4	2.75	3	1.8	1.25	30	1.61	8
2	2	1	1	3	7	4	3.8	1	1.5	25	1.24	8
1	2	1	1	7	7	3.75	3.2	1.8	1	28	1.71	6
2	2	1	1	7	8	4	3.8	1	1.25	28	1.45	6
2	2	1	1	3	5	3	2.6	2.2	1.5	18	1.35	5
1	2	1	1	5	8	2.75	2.4	2	1	24	1.38	3
1	2	1	1	4	6	4	3.6	1.2	1	26	2.13	6
2	2	1	1	6	7	4	3.8	1.4	1.75	22	1.47	6
1	2	1	1	6	7	3.75	4	1	1.25	32	1.83	3
1	2	1	1	5	2	3.5	3.4	1.2	1.25	16	1.61	2
1	2	4	1	6	6	3	3.75	1	1	13	0.76	5
2	1	1	1	5	6	3	3.6	2	2	24	1.5	2
1	2	1	1	4	5	2	2.2	2.8	2	22	1.03	3
2	2	3	1	5	3	3.25	3	1.2	2	11	1.16	2
1	1	3	1	3	5	2	2.4	2.2	2	16	0.34	2
2	2	4	1	5	6	3	2.4	1	1.25	22	1.59	2
2	2	4	1	6	7	2.5	2.6	2	2.25	18	1.45	3
2	2	4	1	6	3	2	2.2	2	2	18	0.91	5
1	2	3	1	5	8	2.75	2.2	2	1	18	1.76	3
1	1	3	1	6	4	2	2.2	2.4	2	13	1.84	3
1	2	3	1	5	8	2.5	2.8	2	1	24	1.14	3
2	2	3	1	5	6	3.75	3.6	1.2	1	13	0.75	3
2	2	3	1	2	5	3	3.2	1.4	2	14	0.59	2
2	2	3	1	4	7	3.75	4	1.2	1.5	20	1.64	1
2	2	4	1	5	5	3	3.8	1.4	1.5	12	1.5	3
2	2	4	1	7	4	3	3.4	1	1.25	9	1.52	3
1	1	3	1	5	7	3.25	3	1.6	1.25	13	1.79	1
2	1	3	1	7	8	4	4	1	1	16	1.55	1
1	2	3	1	6	8	3.25	2.75	1.2	1.5	14	1.82	3
2	2	4	1	6	3	3	3	1.8	1	17	1.95	3
2	2	4	1	5	8	3	2.6	1.6	1.5	22	1.8	9
2	2	3	1	5	6	3.67	3.8	1.2	1.75	32	1.79	6
2	2	3	1	8	8	3.33	2.6	1.4	1.33	25	2.06	5
2	2	1	1	6	6	3.33	2.8	1	1	19	1.7	6
1	2	1	1	4	1	3.33	2.8	1.6	1	28	1.96	7
1	2	3	1	8	7	2.67	2	2	2.25	15	1.82	6
2	2	1	1	9	5	3	2.4	1.4	1	32	2.03	5
2	2	1	1	5	6	3.25	3	1	1.25	26	2.11	6
2	2	3	1	8	8	3.75	3.4	1	1.5	19	1.33	6
1	2	1	1	5	4	3.25	2.6	1.8	1.75	26	1.83	7
1	2	1	1	8	6	1.75	2	3.6	3	24	1.68	5
2	2	3	1	6	8	3.25	3.5	1	1	28	1.59	4
2	2	4	1	9	8	2.75	3.4	1	1	24	2.38	8
1	2	1	1	7	4	2	2.2	3	2.25	35	1.81	9
2	2	1	1	7	4	3.25	3	1.6	1.75	23	1.34	6
2	2	1	1	6	8	2.75	3	1.8	2	33	2.29	5
1	2	1	1	8	5	3.5	3.2	1	1.75	43	2.39	8
2	2	3	1	7	7	2.75	3	1.8	1.25	31	1.56	9
2	2	1	1	7	7	2.75	3	1.8	1.5	32	2.1	8
1	2	1	1	5	6	3.5	2.8	1.2	2.25	36	1.45	8
2	2	1	1	6	8	2.5	2.8	1	1.5	34	1.79	8
2	1	4	1	9	8	2.75	2.8	1.8	1	11	1.21	5
2	2	4	1	9	3	3	3	1.4	1	14	1.29	4
2	2	4	1	9	8	3.5	3.2	1	1	19	1.61	3
2	1	4	1	8	6	3	2.8	1.2	1	18	2.02	6
2	2	3	1	8	6	3	3.2	1.4	1.25	24	1.93	5
1	2	4	1	5	6	3	3	1.4	1.5	13	2.07	6
2	2	1	1	6	7	3	3	1.4	1.5	24	1.63	3
1	2	4	1	3	7	2.5	2.8	2	2	23	1.32	6
1	2	3	1	3	5	2.75	3.2	2.4	2.25	29	1.76	5
1	2	4	1	6	5	3.25	3.2	1.6	2	23	2.41	6
1	1	3	1	6	8	2.75	2.6	1.2	2	13	1.49	4
2	2	4	1	9	6	2.67	2.8	1.2	2.25	15	2.14	6
1	2	3	1	3	1	2.75	2.6	1.2	1.25	20	1.33	5
2	2	3	1	2	8	3.75	3	1	2	25	0.99	3
2	2	1	1	6	8	3.25	3	1.4	1.75	20	1.63	5
2	2	1	1	3	8	3	2.8	1	1.75	22	1.51	4
2	2	1	1	4	8	3.67	3.25	1.25	1.33	24	1.52	5
2	2	3	1	7	6	3	3	1.8	2	11	1.29	5
1	2	2	1	7	8	3.5	3	1.4	1	14	0.98	5
1	1	4	1	5	8	3.25	3	1	2	17	1.4	5
1	2	3	1	6	7	3.33	3.2	1	2	9	1.79	4
2	2	3	1	8	8	4	4	1	1	21	1.48	1
1	2	3	1	9	8	2.75	2.8	1.8	1	23	1.09	1
1	2	2	1	6	5	4	4	1.4	1	17	1.79	3
2	2	2	1	1	3	3	3	1.8	1.75	11	1.23	5
2	2	2	1	8	3	4	3.8	1.4	1.5	18	1.24	5
2	2	3	1	3	7	3	3.2	1	1	34	1.93	6
2	2	1	1	7	6	2.75	2.8	1.8	2	19	1.08	3
1	2	1	1	7	8	3	3.2	1.6	1.25	25	1.54	6
2	1	3	1	7	7	3.75	3.8	1	1.25	30	1.87	3
1	2	3	1	3	7	3	2.8	1.6	1.25	26	1.4	2
2	2	3	1	6	6	3.25	3.4	1.2	1.5	35	1.83	5
2	2	3	1	4	6	2.67	2.4	1	1.5	22	1.57	6
2	2	4	1	7	6	3.25	3.6	1	1.75	29	1.49	6
2	2	3	1	7	8	4	4	1	1	34	2.18	8
1	2	4	1	6	7	2.25	2.2	2.4	2.75	28	2.34	6
1	2	1	1	6	8	2.67	3	1	1	28	1.84	8
2	2	1	1	2	8	2.33	2	1.2	1.75	18	1.08	8
2	2	1	1	8	8	3	3.4	1	1.25	29	1.9	8
1	2	1	1	7	6	2.33	2	1.8	2	37	1.76	6
1	2	1	1	7	2	2.75	2.6	1.6	1.5	33	2.29	6
2	2	1	1	6	8	3.25	2.8	1	1.5	30	1.47	6
2	2	1	1	6	8	3.25	3	1	1.25	26	1.3	8
2	2	1	1	5	6	2.75	2.6	1.8	1.5	27	1.29	6
2	2	1	1	7	7	3	3.6	1	2	30	2.18	8
1	2	1	1	8	7	4	4	1	1.25	30	1.97	6
2	2	1	1	6	8	3	2.8	1.6	1.5	28	1.38	6
2	2	1	2	5	8	3.25	3.2	1.8	1	35	2.34	5
1	2	1	1	2	4	2.5	2	2	2.25	23	1.63	6
2	2	1	1	5	6	3	3.2	1.6	1	28	1.55	6
1	2	1	1	8	8	2.75	2.8	1.4	2	28	2.07	9
1	2	1	1	6	7	2.5	2.2	1.8	1.5	28	1.87	6
2	2	1	1	8	8	3	3.2	1.2	3	29	1.74	6
1	2	4	1	9	8	3.5	4	1.2	1	14	1.58	5
1	1	4	1	7	7	2	2	2.2	1.25	16	1.89	3
1	2	3	1	4	6	1.75	1.8	3	1.75	11	0.86	2
2	2	4	1	4	7	3.5	3.8	1.2	1.25	14	1.87	6
1	2	4	1	7	6	3	2.8	1.8	1.25	23	1.84	5
1	2	4	1	7	5	3.5	3	1.2	1.25	16	1.38	5
2	2	4	1	9	8	3.5	3.2	1.4	1.25	20	2.41	3
1	2	4	1	8	8	2.5	2.8	2	1.25	16	1.2	3
2	2	4	1	8	7	3.25	3.4	1.2	1	12	1.64	3
1	2	4	1	8	6	3.75	3.6	1	1	29	2.02	6
1	2	4	1	7	7	3.25	3.6	1.6	1	20	1.42	3
1	2	1	1	9	8	3.67	2.4	1	2.25	20	1.63	5
1	2	3	1	8	3	2.5	3.2	1.2	1.25	18	2.05	3
